X,Y,osm_id,osm_type,completeness,is_in_health_zone,amenity,speciality,addr_street,operator,water_source,changeset_id,insurance,staff_doctors,contact_number,uuid,electricity,opening_hours,operational_status,source,is_in_health_area,health_amenity_type,changeset_version,emergency,changeset_timestamp,addr_housenumber,addr_postcode,addr_city,name,staff_nurses,changeset_user,wheelchair,beds,url,dispensing,healthcare,operator_type
91.2599729454413,24.7425586281343,6123345342,node,12,,clinic,,,,,65267807,,,,2238a23e270d4c95a0afb9a3eeaeb6f2,,,,survey,,,1,,2018/12/07 13:06:50,,,,Loularchar Commuinity Clinic,,Esmat Enan,,,,,,
,,561589126,way,12,,hospital,,,,,76268025,,,,a748f18b55f140d682fec47f8c89507d,,,,Field Survey,,,4,,2019/10/27 14:51:50,,,,Maizbag Community Clinic,,maggot27,,,,,,
92.1555516392508,21.1767319784478,5340687521,node,6,,clinic,,,,,55832727,,,,332b83f66e2749158d69969b081eb317,,,,,,,2,,2018/01/28 15:47:53,,,,,,Daniel Specht,,,,,,
91.9761225849483,21.4416510807022,1802430846,node,9,,hospital,,,,,12060429,,,,aff61fcfca584d16975e07fd7774b5d9,,,,,,,2,,2012/06/29 20:27:17,,,,Seaside Hospital,,sazid,,,,,,
90.3666263524469,23.7696084301488,6902628680,node,21,,,,Humayun Road,,,76228615,,,,f211b8ebb4374ead8bd5fdb06a559b32,,,,,,,2,,2019/10/25 20:58:10,2/13,1207,Dhaka,Maliha Blood Bank and Transfusion Center,,dgitto,,,,,blood_donation,
90.3515861168494,23.7646380453859,6968440940,node,18,,pharmacy,,"6/A, Nabaday Housing",,,76947752,,,,508bfcd007f84f55991eb2f7bf2c514c,,,,,,,1,,2019/11/12 08:49:29,,1207,Dhaka,New Nashema Medical Hall,,arafin,,,,,,
90.4066552206994,23.7856029454225,5622156315,node,15,,pharmacy,,,,,66856050,,,,c19388e61d764d80aafe2e5ad5e271d1,,,,,,,8,,2019/02/02 13:52:57,,1213.0,dhaka,Mayar Doya Pharmacy,,SWF8,,,,,,
90.2526729538794,24.9290927702999,7401184586,node,28,,pharmacy,,,,,83521967,,,,309f57770df244888fca0bf4d04d8d90,,24/7,,,,,1,,2020/04/14 09:10:40,goadanga,2150,phulpur,আরিফ ফার্মেসি,,Tamjid,,,,no,pharmacy,
90.2711934394935,23.7942631277814,5238876402,node,12,,hospital,,,,,53938376,,,,3c88ceedae0f416e997704cd315a1b1a,,,,,,,1,,2017/11/20 04:27:36,,,,Tetuljhora Health & Family Welfare Center তেতুলঝোড়া স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,,Nazmul Hoque Sohel,,,,,hospital,
90.3580594606703,23.7695238567457,6900268931,node,21,,hospital,,Road 2,,,76525564,,,,7e74391d43434d61a4c7509f7be4751c,,,,,,,2,,2019/11/02 11:34:39,45,1207,Dhaka,Aitam Metarnity and General Hospital,,mueschel,,,,,,
89.3414774333531,22.4368786171233,6111623879,node,12,,clinic,,,,,65105390,,,,d75893c83ed0472591c293b9a89a6114,,,,survey,,,1,,2018/12/02 20:49:12,,,,Noyani Community Clinic,,Esmat Enan,,,,,,
90.9474635762625,24.7168495709015,6893111783,node,12,,pharmacy,,জাহাঙ্গীরপুর সেন্টার মেইন রোড,,,75851630,,,,d0bf9592054e4bc3b1a2aceeb84862d8,,,,,,,1,,2019/10/17 15:57:56,,,,Himel Medical Hol,,Sohanur Rahman00,,,,,,
90.366962131488,23.7325701411295,7394777657,node,31,,pharmacy,,Hazaribag Bazar Road,,,83427321,,,,990f76a6db1544b8920818de17b0bfe7,,Mo-Su 09:00-23:30,,,,,1,,2020/04/12 13:19:28,,1209,Dhaka,Hazi Pharma,,MD Shahidul Islam,limited,,,yes,pharmacy,
90.3819717731388,23.7452959656227,4518419989,node,15,,hospital,,Dhanmondi Road no 5,,,97392093,,,,2c4f9ab171ea4ef1b7d2a5af7eb3ef26,,,,,,,3,,2021/01/12 18:42:41,House no 17,1205,,,,danieldegroot2,,,,,,
90.411585288508,23.7828896395462,5622154303,node,6,,pharmacy,,,,,73112557,,,,941635a26c43438f9a6220f13a9300ae,,,,,,,5,,2019/08/07 13:31:02,,,,,,GY_OSM,,,,,,
90.3535423692311,23.7674341644656,6968440917,node,18,,pharmacy,,"6, Shekhertek",,,76947752,,,,93acdd34a46446e6b6508f76c3ce7a77,,,,,,,1,,2019/11/12 08:49:29,,1207,Dhaka,Shuvo Pharma,,arafin,,,,,,
88.6557695250678,25.8632452339711,5894264988,node,6,,hospital,,,,,62421108,,,,e2967a41c1644c90884cb20e49580458,,,,,,,1,,2018/09/09 10:47:43,,,,,,Shatil,,,,,,
90.3553361803292,23.7610626607682,6908693995,node,21,,pharmacy,,Mohammadia Housing Limited,,,76228615,,,,8be49ffcbe0d45b493e3dcf3820dadb5,,,,,,,2,,2019/10/25 20:58:10,15,1207,Dhaka,Marzia Pharmacy,,dgitto,,,,,,
90.2564589757238,23.8480021912358,5248388519,node,12,,pharmacy,,,,,54090219,,,,046867599fe74fb68a46a3d6c0aea809,,,,,,,1,,2017/11/26 09:35:00,,,,Raj Pharmacy রাজ ফার্মেসী,,Nazmul Hoque Sohel,,,,,pharmacy,
91.7650812666459,24.4788831488538,6787831161,node,15,,hospital,,Shreemangal Road,,,74345197,,,,7a51809dd062439780ad0745ffa73222,,,,,,,1,,2019/09/11 10:08:39,,,Moulvibazar,Life Care Pvt Hospital,,Ataur Rahman Shaheen,,,,,,
89.7096847167579,23.213931165089,4369921514,node,15,,pharmacy,,Bhatiapara Stand Road,,,41738977,,,,a67ae37e52fc4d03b64884608005b4f7,,,,,,,1,,2016/08/27 15:57:26,,,Gopalgonj,Mamun Pharmacy,,MD Mozammel Haque,,,,,,
90.4179618213473,23.766529338018,4062930407,node,9,,pharmacy,,,,,37863824,,,,69a85cbe93be404986e0a7868ac91731,,,,,,,1,,2016/03/16 07:31:59,,,,Haque Medical Store,,Razu Ahmed,,,,,,
90.3674201186774,23.7705170284528,6902628679,node,21,,doctors,,Khiljee Road,,,76525564,,,,188003d4d35a4b9c925e06d1d786def3,,,,,,,2,,2019/11/02 11:34:40,22/23,1207,Dhaka,Dr Mohammad Osman,,mueschel,,,,,,
89.6153468994542,24.0758946553163,7465717513,node,28,,clinic,"general;surgery;orthopaedics",Haspital Road,,,84382715,,,,85bde264c67844ab80b659e6c2690a31,,24/7,,,,,1,,2020/04/30 05:56:52,,6680,Bera,Al Arabi General Hospital,,MD KAWSAR ALAM,,,,,clinic,
,,532654602,way,15,,pharmacy,,,,,52946077,,,,b0d7224f7b7c4a4c96a84167033c7de1,,,,,,,1,,2017/10/15 05:35:44,,,Sylhet,Hamdard Laboratories,,abdurRob,,,,,pharmacy,
90.3723604962269,23.7451063669729,7447205042,node,25,,pharmacy,,Dhanmondi 9/A,,,84121155,,,,5e6b16794fc8402db51dffd4f9cf0ee8,,,,,,,1,,2020/04/25 20:37:02,,1209,Dhaka,Ibn Sina Pharmacy,,Shoeb_m_s,,,,yes,pharmacy,
,,385519425,way,15,,clinic,,"Noyatola, Bara Maghbazar",,,37965735,,,,bb9aa1bc61054c3399e1709b31a1cd6b,,,,,,,2,,2016/03/20 23:06:21,555,,,E.P.I. Tikadan Kendro,,danbjoseph,,,,,,
,,377697235,way,25,,pharmacy,,"Avenue 3, Kacabazer Road ADC Camp",private,,36909682,,,,98add12797594c5d9776fbf98ed99298,,,,,,,5,,2016/01/31 04:09:34,House 11/A,1216,"Mirpur 11, Dhaka",Khan Homeo Hall,,arafin,,,,,,
90.3679550517379,23.7706544916648,6900269044,node,21,,pharmacy,,Babar Road,,,76525564,,,,305bb7142c0b4338b9444b0a303fc008,,,,,,,2,,2019/11/02 11:34:40,22/1,1207,Dhaka,Islam Pharma,,mueschel,,,,,,
90.3591295782485,23.7674079291086,6902628642,node,21,,pharmacy,,"Ring Road, Tikkapara",,,76228615,,,,11bde6126b254829b5bbf996f121743b,,,,,,,2,,2019/10/25 20:58:10,15/1,1207,Dhaka,Suchona Homeo Hall,,dgitto,,,,,,
89.2447364405905,24.0166140642168,5221788596,node,12,,hospital,,,,,53670545,,,,5a47258c729c4f04a7f3d31b0d54c393,,,,,,,1,,2017/11/10 16:02:18,,,,Pabna Sadar Hospital,,Shourove,,,,,hospital,
90.3673402391402,23.7535168524363,6968440956,node,21,,hospital,,"Block D, Lalmatia",,,76947752,,,,91af4a5ac4104b6fb42c3c9e2282cf6a,,,,,,,1,,2019/11/12 08:49:29,5/7,1207,Dhaka,Euro Bangla Heart Hospital,,arafin,,,,,,
90.3849582452396,23.7351310640061,4364245916,node,12,,pharmacy,,,,,41654696,,,,9fd901bbba8f4a44be78c849131f12ef,,,,,,,1,,2016/08/24 06:35:57,,,,Harun Pharmacy,,sourov_zafor,yes,,,,,
89.6319235379033,23.0412192841707,3794107088,node,12,,pharmacy,,,,,43759191,,,,dcd4e9104c4b4f5798ba55ba596bffd7,,,,,,,3,,2016/11/18 09:56:34,,,kalia,Akber Medical,,Sawan Shariar,,,,,,
90.4268841896374,23.7489878586945,3738885640,node,15,,doctors,,,,,69028594,,,,362b2479a07946cbb4ae7a223a6d483b,,19:30-22:30,,,,,2,,2019/04/09 03:41:51,,,,ডাঃ সাখাওয়াত হোসেন,,Zabir91,,,,,doctor,
90.425813569145,23.7014241624032,3532321328,node,6,,clinic,,,,,31545700,,,,7f1d44ba6a1b4e68ab5e97492b8fbdc0,,,,,,,2,,2015/05/28 20:00:03,,,,,,danbjoseph,,,,,,
90.3682583928138,23.770195498647,6900269047,node,21,,pharmacy,,Bir Uttam ANM Nuruzzaman Sarak,,,76525564,,,,b06754f75bc742039b27c343af5749fa,,,,,,,2,,2019/11/02 11:34:40,2/1,1207,Dhaka,Medicine Corner,,mueschel,,,,,,
90.3684807647049,23.7695455658749,6900269038,node,21,,pharmacy,,"Mirpur Road, Block # B",,,76525564,,,,fa7f59c9ac9e4599a22ceff7b1586aad,,,,,,,2,,2019/11/02 11:34:40,1/8,1207,Dhaka,Al Sami Drug House,,mueschel,,,,,,
88.9660171214942,22.7932965860765,5623591578,node,9,,hospital,,,,,61625183,,,,771796fcb7b247678195fa19c6cbe2e6,,,,,,,2,,2018/08/13 12:30:31,,,,,,Shofiqur rahman,,,,,hospital,
,,377688600,way,21,,pharmacy,,College Road,,,42249905,,,,4084823ea81b49e0b8240261bf325bc4,,,,,,,2,,2016/09/18 15:40:30,,7520,Kalia,Pharmacy,,Sawan Shariar,no,,,,,
90.3725842930416,23.8168701264688,4331663665,node,18,,pharmacy,,১১,,,41182129,,,,e2e6d669495e474eb6f129f266b975dc,,,,,,,1,,2016/08/02 03:19:14,১,,Dhaka,Adorsho Medical Hall(আদর্শ মেডিক্যাল হল),,mmahmud,,,,,,
,,537955797,way,9,,hospital,,,,,53477712,,,,f65c9049e6714e72b1f153d32a171807,,,,,,,1,,2017/11/03 12:25:03,,,,,,Mahfuza Mim,,,,,hospital,
90.3603519950073,23.7516087959978,6968431066,node,18,,clinic,,"Jafrabad, Pulpar Battola",,,76947752,,,,03e796b2a4c94d22805f7f020f79978a,,,,,,,1,,2019/11/12 08:49:29,,1207,Dhaka,Nagar Sastha Kendra,,arafin,,,,,,
90.4239722326558,23.7053079172386,3532287229,node,6,,pharmacy,,,,,31333318,,,,4d7d17d4364040bb8159cdbb1fac659f,,,,,,,1,,2015/05/21 05:22:47,,,,,,Ashif Karim,,,,,,
91.1751602390849,23.46511509407,6180203268,node,12,,hospital,,,,,69110447,,,,448706b334c84940845674fc7846feca,,,,,,,2,,2019/04/11 11:03:27,,,,Comilla Meghna General Hospital কুমিল্লা মেঘনা জেনারেল হাসপাতালে,,Soft Bangla,,,,,hospital,
90.4256654609159,23.7844225219986,7312606289,node,15,,pharmacy,,,,,82436744,,,,85600e6559d24830bdb4876ec8e8d78b,,,,,,,1,,2020/03/20 14:59:53,,,,Good Life Pharmacy,,Ashiqur Choudhury,,,,yes,pharmacy,
,,537312194,way,15,,pharmacy,,,,,60794447,,,,ac3e2b832bb0421783c18f05cd45b115,,,,,,,2,,2018/07/17 10:31:54,,,Tongi,Tongi Pharmacy and Optical Center টঙ্গী ফার্মেসী এন্ড অপটিক্যাল সেন্টার,,Sawan Shariar,,,,,pharmacy,
90.3577082589273,23.7736324980433,6900268900,node,25,,pharmacy,,Uttor Adabor bazar road,,,76525564,,,,60fdfce454de4d2da93401bc8d290450,,,,,,,2,,2019/11/02 11:34:39,11/2,1207,Dhaka,Rajib Homeo,,mueschel,,,,,laboratory,
90.3663788348462,23.8177022818158,4322833430,node,15,,hospital,,৬,,,41057757,,,,2ff2c41aa5164ee295fba58839589f46,,,,,,,3,,2016/07/27 09:45:23,,,Dhaka,physiotherapy center(ফিজিওথেরাপি সেন্টার),,mmahmud,,,,,,
,,539149893,way,12,,pharmacy,,,,,53599732,,,,4c7fbeb36e4648a4a361535fbdcc694f,,,,,,,1,,2017/11/08 05:22:28,,,,Lazz Pharmacy,,Nazmul Hoque Sohel,,,,,pharmacy,
90.3577695306395,23.7668747562477,6968440906,node,18,,pharmacy,,"3, Shekhertek",,,76947752,,,,1433638612f341e7ae0dd02d966161ba,,,,,,,1,,2019/11/12 08:49:29,,1207,Dhaka,Medicine Medicine Corner,,arafin,,,,,,
90.4110126368832,23.7900972380851,3732378507,node,21,,pharmacy,,Road 11,,,49293184,,,,f12a206d85c144d593939df632f0361d,,,,,,,2,,2017/06/06 04:45:02,76/B,1212,"Banani, Dhaka",Pharmacy Plus,,Atikur Rahman atik,,,,,,
88.4718081242622,26.029817873729,5215639174,node,12,,pharmacy,,,,,54895793,,,,faae6ca33459407098cfa408d2901364,,,,,,,4,,2017/12/24 21:00:03,,,,Rahmania Pharmacy রহমানিয়া ফার্মেসী,,shahriar,,,,,pharmacy,
89.8349099310751,22.3304903890841,5789580700,node,9,,clinic,,,,,61359515,,,,252dcd6361b4411c9238f4734c840748,,,,,,,2,,2018/08/04 18:25:31,,,,Khantakata Health and Family Welfare Center,,mueschel,,,,,,
90.4090087752915,23.7504495787889,4077596429,node,9,,pharmacy,,,,,38054481,,,,e7991016c64e45a387ac91902807dbc9,,,,,,,1,,2016/03/25 04:20:52,,,,Care Dental,,mmahmud,,,,,,
90.358375542239,23.764569732875,6968431077,node,18,,pharmacy,,Ring Road,,,76947752,,,,f671fb9017f540afb46500c3f57af394,,,,,,,1,,2019/11/12 08:49:29,,1207,Dhaka,City Farmacy,,arafin,,,,,,
90.3678527925192,23.7682121727181,6902632987,node,21,,pharmacy,,Humayun Road,,,76228615,,,,cb94a4b3765947eeb6836b6bf0d6ebb3,,,,,,,2,,2019/10/25 20:58:10,"5/16, Block # B",1207,Dhaka,DL Pharma,,dgitto,,,,,,
89.1406167746453,24.1670997363089,5153235816,node,9,,pharmacy,,,,,52702907,,,,7ff169eea5e947aeaea528020bea024f,,,,,,,1,,2017/10/07 09:18:59,,,,Biswas Medical Hall,,AHM Bodruddoza,,,,,,
90.0151728171053,25.0328370946211,7383952090,node,31,,pharmacy,,Sherpur-Sreebardi Road,,,83282560,,,,b7950aa4c6ed474cbedc4f93a5da3ee3,,24/7,,,,,1,,2020/04/09 05:13:43,Khoarpar,2100,Sherpur,Rony Medicine Corner,,abedshadin,,,,no,pharmacy,
89.232892057035,25.7638700604981,4449205753,node,9,,clinic,,,,,42918060,,,,921d8aceb264457090a0cf7c5e5d3a2d,,,,,,,1,,2016/10/15 13:29:59,,,,Sondhany Clinic,,Raven Nahid,,,,,,
90.3665073294218,23.816751857815,4322832996,node,18,,clinic,,৪,,,41057757,,,,2e66a10d7c5b4c6bba8bd7da53c3a8cb,,,,,,,3,,2016/07/27 09:45:12,১,,Dhaka,Maa Dental Care(মা ডেন্টাল কেয়ার),,mmahmud,,,,,,
,,296797390,way,12,,hospital,,,,,24627733,,,,d843ac0d4f234b37820aa52b5fb76c1c,,,,,,,1,yes,2014/08/09 05:31:39,,,,PG Outdoor,,shahin reza,,,,,,
90.4116152957213,23.7854145202392,5622155653,node,15,,pharmacy,,,,,77043361,,,,b8888d23e7bd495dabafb28bb4548df7,,,,,,,10,,2019/11/14 00:00:03,,,dhaka,Nur Medical Hall,,SerV,,,,,pharmacy,
90.3706105224823,23.8271911829414,4432181521,node,12,,pharmacy,,,,,42649157,,,,069d5b5b7d4d46d79b46b372d4e34705,,,,,,,1,,2016/10/05 06:55:18,,,Dhaka,Al-Madina Pharmacy(আল-মদিনা ফার্মেসী),,mmahmud,,,,,,
,,323098339,way,9,,hospital,,,,,28640159,,,,a647013eeae34b8cbf4fd4267cf401a8,,,,,,,3,,2015/02/05 21:36:10,,,,Northern Medical College & Hospital,,IvanGayton,,,,,,
89.0414076466742,25.1946878730452,2349387505,node,9,,hospital,,,,,16590315,,,,2c6d6a4043ac449391433a6b2308a60c,,,,,,,1,,2013/06/17 14:00:53,,,,Panchbibi Upazila Health Complex,,Md Alamgir,,,,,,
90.3658516969556,23.7599494602077,6908693941,node,18,,pharmacy,,Asad Avenue,,,76228615,,,,80394a5d30f146e0b1d40da4dfb51323,,,,,,,2,,2019/10/25 20:58:10,,1207,Dhaka,Chadpur Homio Hall,,dgitto,,,,,,
90.426661398651,23.7013661596332,3745114437,node,9,,pharmacy,,,,,34055944,,,,c200ba9b37c44aeba5c0baa04040df3d,,,,,,,1,,2015/09/16 07:22:51,,,,Pharmacy,,PK-RCY,,,,,,
90.3658781837696,23.7597835823439,6908693905,node,18,,pharmacy,,Asad Ave,,,76228615,,,,11c6cfb0292246c4b418eae066de1f0c,,,,,,,2,,2019/10/25 20:58:10,,1207,Dhaka,Rony Medical Hall,,dgitto,,,,,,
