X,Y,osm_id,osm_type,completeness,#meta +operator,#meta +health_amenity_type,#meta+dispensing,#meta +speciality,#meta+is_in_health_zone,#capacity +staff,#loc+amenity,changeset_id,#access +hours,changeset_timestamp,#meta+emergency,#contact +url,#meta +operator_type,#meta +id,#meta+water_source,changeset_version,addr_street,#meta+electricity,#contact +phone,#meta+insurance,#status+operational_status,#meta+is_in_health_area,addr_postcode,addr_city,#meta+wheelchair,#capacity +beds,changeset_user,#geo+bounds+url,addr_housenumber,#meta+healthcare,#loc +name
90.3722000666002,23.7577382303315,6902628622,node,21,,,,,,,,76228615,,2019/10/25 20:58:10,,,,9c42c585807c4ec9922fcca5039aca63,,2,Lalmatia Road,,,,,,1207,Dhaka,,,dgitto,,7/3/A,laboratory,Estern Care Diagnostic
89.631880371102,23.0412289233593,3794108602,node,9,,,,,,,pharmacy,43759191,,2016/11/18 09:56:40,,,,208b80919e3e4310989b42dfeade215b,,2,,,,,,,,,,,Sawan Shariar,,,,Das Medical
,,367199585,way,31,Popular,,,"general;psychiatry;orthopaedics;orthodontics;cardiology",,,hospital,83784513,,2020/04/19 20:13:16,,,private,da44bc2dbe2d4075861eee31746df072,,4,বেগম রোকেয়া সরণী,,,,,,1216,Mirpur Original -10,,,AshrafulSium,,,hospital,Popular Diagonistic Center Unit-1
90.3638241983969,23.7601961396181,6908693896,node,21,,,,,,,pharmacy,76228615,,2019/10/25 20:58:10,,,,c2ca93432e934383beb3d1e6a334d896,,2,Salimullah Road,,,,,,1207,Dhaka,,,dgitto,,11/19,,Akash Homeo
,,535555800,way,12,,,,,,,hospital,53260489,,2017/10/26 11:16:47,,,,f2c0abd915e249229b831a325a305dbf,,1,,,,,,,,,,,AHM Bodruddoza,,,hospital,Pirganj upajila health complex
90.3631802167761,23.8284726921177,4432181542,node,15,,,,,,,pharmacy,42649157,,2016/10/05 06:55:20,,,,accd751ba989413f8eac389dcbed235d,,1,৬ নং সুজাত নগর,,,,,,,Dhaka,,,mmahmud,,,,Bangladesh Clinic(বাংলাদেশ ক্লিনিক)
90.4095843605824,23.7513329475644,4077093210,node,9,,,,,,,pharmacy,38047041,,2016/03/24 18:32:46,,,,7098a12c73be4fbebc86ed0383d694ce,,1,,,,,,,,,,,Sawan Shariar,,,,Shoily Pharmecy
90.3899096869013,23.7418123628448,4364326292,node,15,,,,,,,pharmacy,50474036,,2017/07/22 05:40:58,,,,aeed57edb82441d09e56279dfa270a41,,2,Central Road,,,,,,,,,,kazi tusher,,A5/5,,Khandokar Pharmadicaloy
91.8532443873387,24.9003677366672,265945386,node,9,,,,,,,hospital,51694744,,2017/09/03 14:53:43,,,,58624a54632443388d7b541081440564,,5,,,,,,,,,,,tasauf1980,,,,"M.A.G Osmani Medical College Hospital, Sylhet"
90.3622269429282,23.7663042839178,6902633004,node,21,,,,,,,pharmacy,76228615,,2019/10/25 20:58:10,,,,27cd09ebdb6a4d069719f8d44165755c,,2,Humayun Road,,,,,,1207,Dhaka,,,dgitto,,9/17,,Nurjahan & Co
90.363993345203,23.8235695302182,4432181695,node,18,,,,,,,pharmacy,42649157,,2016/10/05 06:55:24,,,,e7d9002c8ee44be1a99a38bf35f355b7,,1,২,,,,,,,Dhaka,,,mmahmud,,৭,,Ibnesina Homeo Pharmacy(ইবনেসিনা হোমিও ফার্মাসি)
,,321032560,way,6,,,,,,,clinic,28303356,,2015/01/21 10:38:43,,,,1fe00a7ac6114a69ab962497c9e83562,,3,,,,,,,,,,,Nabila Ahmed Orin,,,,
90.427884066867,23.7014877810483,3532608714,node,9,,,,,,,dentist,34057778,,2015/09/16 08:57:12,,,,f2c0c87d2836468cac0f07e0b6129556,,3,,,,,,,,,,,Muhibur Rahman,,,,Faith Dental Care
91.8999106332573,23.2972125815546,2382267550,node,9,,,,,,,hospital,16925124,,2013/07/12 11:57:39,,,,334d1cf40cd24be48349180ef1e7d944,,1,,,,,,,,,,,Md Alamgir,,,,Panchari Upazila Health Complex
91.3069403531408,23.2640779963004,5125806767,node,12,,,,,,,pharmacy,75449142,,2019/10/09 09:25:47,,,,e9219c86f6b54cb38625464cc47fa6ec,,2,,,,,,,,,,,rakibdc,,,pharmacy,JMI Syringes & Medical Devices Ltd.
91.8312056816866,22.3610906220948,2209597873,node,9,,,,,,,hospital,61784903,,2018/08/19 05:38:19,,,,95f0dec58b634ccaa59c4c6a7a85f71a,,3,,,,,,,,,,,Ashraf Shakil,,,,Chittagong Shishu Hospital
90.5954281692026,23.8149243514661,5206043441,node,15,,,,,,,pharmacy,53446573,,2017/11/02 09:51:36,,,,00b19e6d7e6944cab7b602654aaff161,,1,,,,,,,,Dhaka - Sylhet Hwy,,,abdurRob,,,pharmacy,Alif Homoeo Hall
91.1499636514121,23.0155771983442,6658461746,node,25,,,,"general;clinic",,,hospital,72832996,,2019/07/30 23:57:30,,,,ef2e9264af1f4043a5b011c01bc4cd06,,5,আব্দুল করিম মুন্সী সড়ক,,,,,,3838,Noakhali,,,Zabir91,,,hospital,কাশিপুর আল হাবিব হাসপাতাল (প্রাঃ)
90.3711344752497,23.8209589864749,4322832718,node,15,,,,,,,pharmacy,41057757,,2016/07/27 09:45:05,,,,75b6314d57a64b31919e2be1cd009637,,3,,,,,,,,Dhaka,,,mmahmud,,৬০,,Chadpur Pharmacy(চাঁদপুর ফার্মেসি)
,,377710222,way,25,,,,,,,pharmacy,75208922,8:00-24:00,2019/10/03 04:13:28,,,,a958fcdf37674043bc626a4c163c3e4a,,4,"Avenue-5,Line 18",,+8801753046546,,,,,"Mirpur 11, Dhaka",,,rohamot,,301,,Bhola Pharmacy
90.4067380339027,23.7571726195054,4062904098,node,9,,,,,,,pharmacy,37991326,,2016/03/22 05:14:33,,,,3b9937412605462ca6104aa2a14ab4a8,,2,,,,,,,,,,,rmahfuz,,,,New Sunview Medicine Corner
90.3564354669304,23.7635691850932,6968431083,node,21,,,,,,,pharmacy,76947752,,2019/11/12 08:49:29,,,,581cabfa879d4c39a5c5928a75404dff,,1,4,,,,,,1207,Dhaka,,,arafin,,168,,S A Pharma
91.7656931455775,24.4850407463822,6787831181,node,15,,,,,,,clinic,74345197,,2019/09/11 10:08:39,,,,c501cb44b2d0470bb3ff6aef14bd4d36,,1,Shreemangal Road,,,,,,,Moulvibazar,,,Ataur Rahman Shaheen,,,,City Diagnostics
90.3616567220553,23.7733190986837,6900268979,node,21,,,,,,,pharmacy,76525564,,2019/11/02 11:34:40,,,,99893742e73a4fddbdf9ab843cef3b7d,,2,Ring Road,,,,,,1207,Dhaka,,,mueschel,,38/2,,Jaki Medical Center
88.907107094334,26.2111065370696,6451134180,node,9,,,,,,,pharmacy,69921907,,2019/05/06 04:54:54,,,,e936b95dbacd4fc4b1cd9d3872f5da3f,,1,,,,,,,,,,,Kayser Ahmad,,,,জামান ফার্মেসি
89.5099207462613,22.8978071839857,3578177138,node,6,,,,,,,pharmacy,31785631,,2015/06/07 09:12:39,,,,f2ab805d8e57461aac7efe3b2e6b066e,,1,,,,,,,,,,,JAHIDUL Ahsan08,,,,
,,558368065,way,6,,,,,,,hospital,56041849,,2018/02/03 23:00:09,,,,0f7ff727d64f444e9d38cd70b79f712b,,1,,,,,,,,,,,alexandrebc,,,,
91.2599729454413,24.7425586281343,6123345342,node,12,,,,,,,clinic,65267807,,2018/12/07 13:06:50,,,,2238a23e270d4c95a0afb9a3eeaeb6f2,,1,,,,,,,,,,,Esmat Enan,survey,,,Loularchar Commuinity Clinic
,,561589126,way,12,,,,,,,hospital,76268025,,2019/10/27 14:51:50,,,,a748f18b55f140d682fec47f8c89507d,,4,,,,,,,,,,,maggot27,Field Survey,,,Maizbag Community Clinic
92.1555516392508,21.1767319784478,5340687521,node,6,,,,,,,clinic,55832727,,2018/01/28 15:47:53,,,,332b83f66e2749158d69969b081eb317,,2,,,,,,,,,,,Daniel Specht,,,,
91.9761225849483,21.4416510807022,1802430846,node,9,,,,,,,hospital,12060429,,2012/06/29 20:27:17,,,,aff61fcfca584d16975e07fd7774b5d9,,2,,,,,,,,,,,sazid,,,,Seaside Hospital
90.3666263524469,23.7696084301488,6902628680,node,21,,,,,,,,76228615,,2019/10/25 20:58:10,,,,f211b8ebb4374ead8bd5fdb06a559b32,,2,Humayun Road,,,,,,1207,Dhaka,,,dgitto,,2/13,blood_donation,Maliha Blood Bank and Transfusion Center
90.3515861168494,23.7646380453859,6968440940,node,18,,,,,,,pharmacy,76947752,,2019/11/12 08:49:29,,,,508bfcd007f84f55991eb2f7bf2c514c,,1,"6/A, Nabaday Housing",,,,,,1207,Dhaka,,,arafin,,,,New Nashema Medical Hall
90.4066552206994,23.7856029454225,5622156315,node,15,,,,,,,pharmacy,66856050,,2019/02/02 13:52:57,,,,c19388e61d764d80aafe2e5ad5e271d1,,8,,,,,,,1213.0,dhaka,,,SWF8,,,,Mayar Doya Pharmacy
90.2526729538794,24.9290927702999,7401184586,node,28,,,no,,,,pharmacy,83521967,24/7,2020/04/14 09:10:40,,,,309f57770df244888fca0bf4d04d8d90,,1,,,,,,,2150,phulpur,,,Tamjid,,goadanga,pharmacy,আরিফ ফার্মেসি
90.2711934394935,23.7942631277814,5238876402,node,12,,,,,,,hospital,53938376,,2017/11/20 04:27:36,,,,3c88ceedae0f416e997704cd315a1b1a,,1,,,,,,,,,,,Nazmul Hoque Sohel,,,hospital,Tetuljhora Health & Family Welfare Center তেতুলঝোড়া স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
90.3580594606703,23.7695238567457,6900268931,node,21,,,,,,,hospital,76525564,,2019/11/02 11:34:39,,,,7e74391d43434d61a4c7509f7be4751c,,2,Road 2,,,,,,1207,Dhaka,,,mueschel,,45,,Aitam Metarnity and General Hospital
89.3414774333531,22.4368786171233,6111623879,node,12,,,,,,,clinic,65105390,,2018/12/02 20:49:12,,,,d75893c83ed0472591c293b9a89a6114,,1,,,,,,,,,,,Esmat Enan,survey,,,Noyani Community Clinic
90.9474635762625,24.7168495709015,6893111783,node,12,,,,,,,pharmacy,75851630,,2019/10/17 15:57:56,,,,d0bf9592054e4bc3b1a2aceeb84862d8,,1,জাহাঙ্গীরপুর সেন্টার মেইন রোড,,,,,,,,,,Sohanur Rahman00,,,,Himel Medical Hol
90.366962131488,23.7325701411295,7394777657,node,31,,,yes,,,,pharmacy,83427321,Mo-Su 09:00-23:30,2020/04/12 13:19:28,,,,990f76a6db1544b8920818de17b0bfe7,,1,Hazaribag Bazar Road,,,,,,1209,Dhaka,limited,,MD Shahidul Islam,,,pharmacy,Hazi Pharma
90.3819717731388,23.7452959656227,4518419989,node,15,,,,,,,hospital,97392093,,2021/01/12 18:42:41,,,,2c4f9ab171ea4ef1b7d2a5af7eb3ef26,,3,Dhanmondi Road no 5,,,,,,1205,,,,danieldegroot2,,House no 17,,
90.411585288508,23.7828896395462,5622154303,node,6,,,,,,,pharmacy,73112557,,2019/08/07 13:31:02,,,,941635a26c43438f9a6220f13a9300ae,,5,,,,,,,,,,,GY_OSM,,,,
90.3535423692311,23.7674341644656,6968440917,node,18,,,,,,,pharmacy,76947752,,2019/11/12 08:49:29,,,,93acdd34a46446e6b6508f76c3ce7a77,,1,"6, Shekhertek",,,,,,1207,Dhaka,,,arafin,,,,Shuvo Pharma
88.6557695250678,25.8632452339711,5894264988,node,6,,,,,,,hospital,62421108,,2018/09/09 10:47:43,,,,e2967a41c1644c90884cb20e49580458,,1,,,,,,,,,,,Shatil,,,,
90.3553361803292,23.7610626607682,6908693995,node,21,,,,,,,pharmacy,76228615,,2019/10/25 20:58:10,,,,8be49ffcbe0d45b493e3dcf3820dadb5,,2,Mohammadia Housing Limited,,,,,,1207,Dhaka,,,dgitto,,15,,Marzia Pharmacy
90.2564589757238,23.8480021912358,5248388519,node,12,,,,,,,pharmacy,54090219,,2017/11/26 09:35:00,,,,046867599fe74fb68a46a3d6c0aea809,,1,,,,,,,,,,,Nazmul Hoque Sohel,,,pharmacy,Raj Pharmacy রাজ ফার্মেসী
91.7650812666459,24.4788831488538,6787831161,node,15,,,,,,,hospital,74345197,,2019/09/11 10:08:39,,,,7a51809dd062439780ad0745ffa73222,,1,Shreemangal Road,,,,,,,Moulvibazar,,,Ataur Rahman Shaheen,,,,Life Care Pvt Hospital
89.7096847167579,23.213931165089,4369921514,node,15,,,,,,,pharmacy,41738977,,2016/08/27 15:57:26,,,,a67ae37e52fc4d03b64884608005b4f7,,1,Bhatiapara Stand Road,,,,,,,Gopalgonj,,,MD Mozammel Haque,,,,Mamun Pharmacy
90.4179618213473,23.766529338018,4062930407,node,9,,,,,,,pharmacy,37863824,,2016/03/16 07:31:59,,,,69a85cbe93be404986e0a7868ac91731,,1,,,,,,,,,,,Razu Ahmed,,,,Haque Medical Store
90.3674201186774,23.7705170284528,6902628679,node,21,,,,,,,doctors,76525564,,2019/11/02 11:34:40,,,,188003d4d35a4b9c925e06d1d786def3,,2,Khiljee Road,,,,,,1207,Dhaka,,,mueschel,,22/23,,Dr Mohammad Osman
89.6153468994542,24.0758946553163,7465717513,node,28,,,,"general;surgery;orthopaedics",,,clinic,84382715,24/7,2020/04/30 05:56:52,,,,85bde264c67844ab80b659e6c2690a31,,1,Haspital Road,,,,,,6680,Bera,,,MD KAWSAR ALAM,,,clinic,Al Arabi General Hospital
,,532654602,way,15,,,,,,,pharmacy,52946077,,2017/10/15 05:35:44,,,,b0d7224f7b7c4a4c96a84167033c7de1,,1,,,,,,,,Sylhet,,,abdurRob,,,pharmacy,Hamdard Laboratories
90.3723604962269,23.7451063669729,7447205042,node,25,,,yes,,,,pharmacy,84121155,,2020/04/25 20:37:02,,,,5e6b16794fc8402db51dffd4f9cf0ee8,,1,Dhanmondi 9/A,,,,,,1209,Dhaka,,,Shoeb_m_s,,,pharmacy,Ibn Sina Pharmacy
,,385519425,way,15,,,,,,,clinic,37965735,,2016/03/20 23:06:21,,,,bb9aa1bc61054c3399e1709b31a1cd6b,,2,"Noyatola, Bara Maghbazar",,,,,,,,,,danbjoseph,,555,,E.P.I. Tikadan Kendro
,,377697235,way,25,private,,,,,,pharmacy,36909682,,2016/01/31 04:09:34,,,,98add12797594c5d9776fbf98ed99298,,5,"Avenue 3, Kacabazer Road ADC Camp",,,,,,1216,"Mirpur 11, Dhaka",,,arafin,,House 11/A,,Khan Homeo Hall
90.3679550517379,23.7706544916648,6900269044,node,21,,,,,,,pharmacy,76525564,,2019/11/02 11:34:40,,,,305bb7142c0b4338b9444b0a303fc008,,2,Babar Road,,,,,,1207,Dhaka,,,mueschel,,22/1,,Islam Pharma
90.3591295782485,23.7674079291086,6902628642,node,21,,,,,,,pharmacy,76228615,,2019/10/25 20:58:10,,,,11bde6126b254829b5bbf996f121743b,,2,"Ring Road, Tikkapara",,,,,,1207,Dhaka,,,dgitto,,15/1,,Suchona Homeo Hall
89.2447364405905,24.0166140642168,5221788596,node,12,,,,,,,hospital,53670545,,2017/11/10 16:02:18,,,,5a47258c729c4f04a7f3d31b0d54c393,,1,,,,,,,,,,,Shourove,,,hospital,Pabna Sadar Hospital
90.3673402391402,23.7535168524363,6968440956,node,21,,,,,,,hospital,76947752,,2019/11/12 08:49:29,,,,91af4a5ac4104b6fb42c3c9e2282cf6a,,1,"Block D, Lalmatia",,,,,,1207,Dhaka,,,arafin,,5/7,,Euro Bangla Heart Hospital
90.3849582452396,23.7351310640061,4364245916,node,12,,,,,,,pharmacy,41654696,,2016/08/24 06:35:57,,,,9fd901bbba8f4a44be78c849131f12ef,,1,,,,,,,,,yes,,sourov_zafor,,,,Harun Pharmacy
89.6319235379033,23.0412192841707,3794107088,node,12,,,,,,,pharmacy,43759191,,2016/11/18 09:56:34,,,,dcd4e9104c4b4f5798ba55ba596bffd7,,3,,,,,,,,kalia,,,Sawan Shariar,,,,Akber Medical
90.4268841896374,23.7489878586945,3738885640,node,15,,,,,,,doctors,69028594,19:30-22:30,2019/04/09 03:41:51,,,,362b2479a07946cbb4ae7a223a6d483b,,2,,,,,,,,,,,Zabir91,,,doctor,ডাঃ সাখাওয়াত হোসেন
90.425813569145,23.7014241624032,3532321328,node,6,,,,,,,clinic,31545700,,2015/05/28 20:00:03,,,,7f1d44ba6a1b4e68ab5e97492b8fbdc0,,2,,,,,,,,,,,danbjoseph,,,,
90.3682583928138,23.770195498647,6900269047,node,21,,,,,,,pharmacy,76525564,,2019/11/02 11:34:40,,,,b06754f75bc742039b27c343af5749fa,,2,Bir Uttam ANM Nuruzzaman Sarak,,,,,,1207,Dhaka,,,mueschel,,2/1,,Medicine Corner
90.3684807647049,23.7695455658749,6900269038,node,21,,,,,,,pharmacy,76525564,,2019/11/02 11:34:40,,,,fa7f59c9ac9e4599a22ceff7b1586aad,,2,"Mirpur Road, Block # B",,,,,,1207,Dhaka,,,mueschel,,1/8,,Al Sami Drug House
88.9660171214942,22.7932965860765,5623591578,node,9,,,,,,,hospital,61625183,,2018/08/13 12:30:31,,,,771796fcb7b247678195fa19c6cbe2e6,,2,,,,,,,,,,,Shofiqur rahman,,,hospital,
,,377688600,way,21,,,,,,,pharmacy,42249905,,2016/09/18 15:40:30,,,,4084823ea81b49e0b8240261bf325bc4,,2,College Road,,,,,,7520,Kalia,no,,Sawan Shariar,,,,Pharmacy
90.3725842930416,23.8168701264688,4331663665,node,18,,,,,,,pharmacy,41182129,,2016/08/02 03:19:14,,,,e2e6d669495e474eb6f129f266b975dc,,1,১১,,,,,,,Dhaka,,,mmahmud,,১,,Adorsho Medical Hall(আদর্শ মেডিক্যাল হল)
,,537955797,way,9,,,,,,,hospital,53477712,,2017/11/03 12:25:03,,,,f65c9049e6714e72b1f153d32a171807,,1,,,,,,,,,,,Mahfuza Mim,,,hospital,
90.3603519950073,23.7516087959978,6968431066,node,18,,,,,,,clinic,76947752,,2019/11/12 08:49:29,,,,03e796b2a4c94d22805f7f020f79978a,,1,"Jafrabad, Pulpar Battola",,,,,,1207,Dhaka,,,arafin,,,,Nagar Sastha Kendra
90.4239722326558,23.7053079172386,3532287229,node,6,,,,,,,pharmacy,31333318,,2015/05/21 05:22:47,,,,4d7d17d4364040bb8159cdbb1fac659f,,1,,,,,,,,,,,Ashif Karim,,,,
91.1751602390849,23.46511509407,6180203268,node,12,,,,,,,hospital,69110447,,2019/04/11 11:03:27,,,,448706b334c84940845674fc7846feca,,2,,,,,,,,,,,Soft Bangla,,,hospital,Comilla Meghna General Hospital কুমিল্লা মেঘনা জেনারেল হাসপাতালে
90.4256654609159,23.7844225219986,7312606289,node,15,,,yes,,,,pharmacy,82436744,,2020/03/20 14:59:53,,,,85600e6559d24830bdb4876ec8e8d78b,,1,,,,,,,,,,,Ashiqur Choudhury,,,pharmacy,Good Life Pharmacy
,,537312194,way,15,,,,,,,pharmacy,60794447,,2018/07/17 10:31:54,,,,ac3e2b832bb0421783c18f05cd45b115,,2,,,,,,,,Tongi,,,Sawan Shariar,,,pharmacy,Tongi Pharmacy and Optical Center টঙ্গী ফার্মেসী এন্ড অপটিক্যাল সেন্টার
90.3577082589273,23.7736324980433,6900268900,node,25,,,,,,,pharmacy,76525564,,2019/11/02 11:34:39,,,,60fdfce454de4d2da93401bc8d290450,,2,Uttor Adabor bazar road,,,,,,1207,Dhaka,,,mueschel,,11/2,laboratory,Rajib Homeo
90.3663788348462,23.8177022818158,4322833430,node,15,,,,,,,hospital,41057757,,2016/07/27 09:45:23,,,,2ff2c41aa5164ee295fba58839589f46,,3,৬,,,,,,,Dhaka,,,mmahmud,,,,physiotherapy center(ফিজিওথেরাপি সেন্টার)
,,539149893,way,12,,,,,,,pharmacy,53599732,,2017/11/08 05:22:28,,,,4c7fbeb36e4648a4a361535fbdcc694f,,1,,,,,,,,,,,Nazmul Hoque Sohel,,,pharmacy,Lazz Pharmacy
90.3577695306395,23.7668747562477,6968440906,node,18,,,,,,,pharmacy,76947752,,2019/11/12 08:49:29,,,,1433638612f341e7ae0dd02d966161ba,,1,"3, Shekhertek",,,,,,1207,Dhaka,,,arafin,,,,Medicine Medicine Corner
90.4110126368832,23.7900972380851,3732378507,node,21,,,,,,,pharmacy,49293184,,2017/06/06 04:45:02,,,,f12a206d85c144d593939df632f0361d,,2,Road 11,,,,,,1212,"Banani, Dhaka",,,Atikur Rahman atik,,76/B,,Pharmacy Plus
88.4718081242622,26.029817873729,5215639174,node,12,,,,,,,pharmacy,54895793,,2017/12/24 21:00:03,,,,faae6ca33459407098cfa408d2901364,,4,,,,,,,,,,,shahriar,,,pharmacy,Rahmania Pharmacy রহমানিয়া ফার্মেসী
89.8349099310751,22.3304903890841,5789580700,node,9,,,,,,,clinic,61359515,,2018/08/04 18:25:31,,,,252dcd6361b4411c9238f4734c840748,,2,,,,,,,,,,,mueschel,,,,Khantakata Health and Family Welfare Center
90.4090087752915,23.7504495787889,4077596429,node,9,,,,,,,pharmacy,38054481,,2016/03/25 04:20:52,,,,e7991016c64e45a387ac91902807dbc9,,1,,,,,,,,,,,mmahmud,,,,Care Dental
90.358375542239,23.764569732875,6968431077,node,18,,,,,,,pharmacy,76947752,,2019/11/12 08:49:29,,,,f671fb9017f540afb46500c3f57af394,,1,Ring Road,,,,,,1207,Dhaka,,,arafin,,,,City Farmacy
90.3678527925192,23.7682121727181,6902632987,node,21,,,,,,,pharmacy,76228615,,2019/10/25 20:58:10,,,,cb94a4b3765947eeb6836b6bf0d6ebb3,,2,Humayun Road,,,,,,1207,Dhaka,,,dgitto,,"5/16, Block # B",,DL Pharma
89.1406167746453,24.1670997363089,5153235816,node,9,,,,,,,pharmacy,52702907,,2017/10/07 09:18:59,,,,7ff169eea5e947aeaea528020bea024f,,1,,,,,,,,,,,AHM Bodruddoza,,,,Biswas Medical Hall
90.0151728171053,25.0328370946211,7383952090,node,31,,,no,,,,pharmacy,83282560,24/7,2020/04/09 05:13:43,,,,b7950aa4c6ed474cbedc4f93a5da3ee3,,1,Sherpur-Sreebardi Road,,,,,,2100,Sherpur,,,abedshadin,,Khoarpar,pharmacy,Rony Medicine Corner
89.232892057035,25.7638700604981,4449205753,node,9,,,,,,,clinic,42918060,,2016/10/15 13:29:59,,,,921d8aceb264457090a0cf7c5e5d3a2d,,1,,,,,,,,,,,Raven Nahid,,,,Sondhany Clinic
90.3665073294218,23.816751857815,4322832996,node,18,,,,,,,clinic,41057757,,2016/07/27 09:45:12,,,,2e66a10d7c5b4c6bba8bd7da53c3a8cb,,3,৪,,,,,,,Dhaka,,,mmahmud,,১,,Maa Dental Care(মা ডেন্টাল কেয়ার)
,,296797390,way,12,,,,,,,hospital,24627733,,2014/08/09 05:31:39,yes,,,d843ac0d4f234b37820aa52b5fb76c1c,,1,,,,,,,,,,,shahin reza,,,,PG Outdoor
90.4116152957213,23.7854145202392,5622155653,node,15,,,,,,,pharmacy,77043361,,2019/11/14 00:00:03,,,,b8888d23e7bd495dabafb28bb4548df7,,10,,,,,,,,dhaka,,,SerV,,,pharmacy,Nur Medical Hall
90.3706105224823,23.8271911829414,4432181521,node,12,,,,,,,pharmacy,42649157,,2016/10/05 06:55:18,,,,069d5b5b7d4d46d79b46b372d4e34705,,1,,,,,,,,Dhaka,,,mmahmud,,,,Al-Madina Pharmacy(আল-মদিনা ফার্মেসী)
,,323098339,way,9,,,,,,,hospital,28640159,,2015/02/05 21:36:10,,,,a647013eeae34b8cbf4fd4267cf401a8,,3,,,,,,,,,,,IvanGayton,,,,Northern Medical College & Hospital
89.0414076466742,25.1946878730452,2349387505,node,9,,,,,,,hospital,16590315,,2013/06/17 14:00:53,,,,2c6d6a4043ac449391433a6b2308a60c,,1,,,,,,,,,,,Md Alamgir,,,,Panchbibi Upazila Health Complex
90.3658516969556,23.7599494602077,6908693941,node,18,,,,,,,pharmacy,76228615,,2019/10/25 20:58:10,,,,80394a5d30f146e0b1d40da4dfb51323,,2,Asad Avenue,,,,,,1207,Dhaka,,,dgitto,,,,Chadpur Homio Hall
90.426661398651,23.7013661596332,3745114437,node,9,,,,,,,pharmacy,34055944,,2015/09/16 07:22:51,,,,c200ba9b37c44aeba5c0baa04040df3d,,1,,,,,,,,,,,PK-RCY,,,,Pharmacy
90.3658781837696,23.7597835823439,6908693905,node,18,,,,,,,pharmacy,76228615,,2019/10/25 20:58:10,,,,11c6cfb0292246c4b418eae066de1f0c,,2,Asad Ave,,,,,,1207,Dhaka,,,dgitto,,,,Rony Medical Hall
